timestamp,open,high,low,close,volume,trades
2026-02-26 15:47:35,194005.0,195035.0,192170.0,193740.0,595055000000,5284321
2026-02-26 15:47:35,5133.0,5168.5,5123.0,5144.0,120297000000,547899
