timestamp,open,high,low,close,volume,trades,SMC_HFZ,SMC_FBI,SMC_DTM,SMC_SDA,SMC_MTV,SMC_Score,PROFIT_HFZ,PROFIT_FBI,PROFIT_DTM,PROFIT_SDA,PROFIT_MTV,PROFIT_Score,Divergence
2026-02-26 15:47:35,194005.0,195035.0,192170.0,193740.0,595055000000,5284321,35.18,16.00,100,100,0,60.67,[Enter from Profit],[Enter from Profit],[Enter from Profit],[Enter from Profit],[Enter from Profit],[Enter from Profit],
2026-02-26 15:47:35,5133.0,5168.5,5123.0,5144.0,120297000000,547899,37.08,16.00,100,100,0,61.43,[Enter from Profit],[Enter from Profit],[Enter from Profit],[Enter from Profit],[Enter from Profit],[Enter from Profit],
